pclass,survived,sex,sibsp,parch,embarked
3,0,female,1,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,female,1,1,S
3,0,male,1,1,S
3,0,female,0,2,S
3,1,female,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,1,male,0,0,Q
3,0,male,0,0,Q
3,0,male,0,0,C
3,0,male,0,0,C
3,0,male,0,0,C
3,0,male,0,0,Q
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,8,2,S
3,0,male,8,2,S
3,0,female,8,2,S
3,0,female,8,2,S
3,0,female,8,2,S
3,0,female,8,2,S
3,0,male,8,2,S
3,0,male,8,2,S
3,0,male,8,2,S
3,0,male,1,9,S
3,0,female,1,9,S
3,0,male,0,0,S
3,1,female,0,0,S
3,0,male,0,0,S
3,0,male,2,0,C
3,0,male,2,0,C
3,0,male,2,0,C
3,1,female,1,1,S
3,1,female,0,2,S
3,1,female,1,1,S
3,1,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,Q
3,0,male,0,0,S
3,0,male,0,0,Q
3,1,male,0,0,S
3,0,male,0,0,S
3,1,female,0,0,Q
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,C
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,1,female,0,0,S
3,0,male,3,2,S
3,0,male,3,2,S
3,0,female,3,2,S
3,0,female,3,2,S
3,0,male,1,4,S
3,0,female,1,4,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,Q
3,1,female,0,0,Q
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,C
3,1,female,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,female,0,0,S
3,1,male,0,0,S
3,0,male,0,0,S
3,0,female,0,1,S
3,0,female,1,1,S
3,1,male,0,0,S
3,1,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,1,male,0,0,S
3,0,male,0,0,S
3,1,male,0,0,S
3,0,male,0,0,S
3,1,male,0,1,C
3,0,male,1,0,C
3,0,male,0,0,C
3,0,male,0,0,C
3,1,female,1,1,C
3,0,male,0,0,S
3,0,male,1,0,S
3,1,female,1,0,S
3,0,male,0,0,S
3,0,male,0,0,Q
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,C
3,1,male,0,0,S
3,0,male,0,0,C
3,1,male,1,1,C
3,1,female,1,1,C
3,1,female,0,2,C
3,0,male,0,0,S
3,1,female,0,0,S
3,1,female,0,0,S
3,0,male,1,1,S
3,0,male,1,1,S
3,0,male,0,2,S
3,0,female,0,2,S
3,0,male,1,1,S
3,0,female,1,1,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,female,2,0,S
3,0,male,3,0,S
3,0,male,2,0,S
3,0,female,1,0,S
3,1,male,0,0,C
3,0,male,0,0,S
3,0,female,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,1,female,0,0,C
3,0,male,0,0,S
3,0,male,1,0,S
3,0,male,1,0,S
3,1,female,1,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,0,0,S
3,0,male,1,0,C
3,1,female,1,0,C
3,0,male,0,0,C
3,0,male,0,0,C
3,0,male,0,0,C
3,0,female,1,0,C
3,0,female,1,0,C
3,0,male,0,0,C
3,0,male,0,0,C
3,0,male,0,0,S
